artist_id,keyword
2kQnsbKnIiMahOetwlfcaS,abandon responsibilities
3GQboECxDT1xqPPWC30p7v,abandonment
6bEYoIUTLdcs4lZBNVw5L5,abandonment
66rDbD3tWR3M1uNuIaDAGx,abandonment
2wunbYU5KWrpI7RCRBkwF0,abandonment
6QCstr3yhEVSZPQyDvvYjK,abandonment
1wMNhhG8VUhDGZ249MZBtn,abandonment
06vRrrjT3DBRkhBlXoBdYj,abilities
6zcDLZ62JsbVM1nLrQMzi4,absence
4aKWmkWAKviFlyvHYPTNQY,abstract
492I2sQFcHDcsZECYX25dE,abstract
3lmR0qMiGuoIF9UC54egcG,abstract
03uMw43UVu9MsQCcHVSGjX,abuse
1A0WloDoRE88uUwo3wensY,abuse
7BsLsPnH5swTyhGZq2qNbN,abusive
0sYlth2PW1zWJMEU2vCukz,abusive relationships
0avMDS4HyoCEP6RqZJWpY2,abusive relationships
0EmUT6i9rTu9ZHy1Tl1iuX,abusive relationships
4kpaI92KQcPABQj9qxIopw,accept
76oY04bOzECod3aGVTDtzu,acceptance
0i4M8k5IcQpiEH6nBMdfPT,acceptance
502gYHkFCtLzBIcU4ctPLd,acceptance
167VlZ0C0ewQbgKexRFcs6,acceptance
2hUYKu1x0UZQXvzCmggvSn,acceptance
4TCXgdDPm10ensLNCVnIYa,acceptance
34LdbFt5sVXKTJOzf1iExQ,acceptance
2hR4h1Cao2ueuI7Cx9c7V8,acceptance
0avMDS4HyoCEP6RqZJWpY2,acceptance
6VgPyGeGO86DztjK7GCYT3,acceptance
73MDShZzdL4vUGMkmXOG6X,acceptance
4kIwETcbpuFgRukE8o7Opx,acceptance
4faUajx9k93O56nlmpkOuz,acceptance
1Uk1GyijF6fSfX4mWq5bfR,acceptance
4AgusFXPk24LCGMMplX34M,acceptance
3ZH4IYVc5qVlKyJoZhGpwy,acceptance
1F2JeQG9fLoC6flF1QTnxS,acceptance
5ptfrHC6idq4KnsXBk5tup,accepted
3uwAm6vQy7kWPS2bciKWx9,accepting
4eArh1v6UwBbKkjdgHCned,accepting
1r1uxoy19fzMxunt3ONAkG,accepting
3vldh5Ceynytj6Iglw4haP,accomplishments
2efrqekWSHlvhATD50AG3m,accomplishments
3AHFDfqhSqPBecjQDIOIJA,accumulating wealth
5DD5GZd4ElmQTy9NleMvKJ,achievements
2efrqekWSHlvhATD50AG3m,acknowledging
271bbpX3pdCi56ZJA1jQ43,actions
6f5lOlSFJw9K79gaNnmWAd,actions
7qrEXiLLnWkkYHhadZ1Oij,actions
1GmsPCcpKgF9OhlNXjOsbS,actions
4pdoRs7yHNXakMobf8M9Oz,actions
5ptfrHC6idq4KnsXBk5tup,adapt
1jFVu6Z7wmwywivOeBTSIV,addiction
12zbUHbPHL5DGuJtiUfsip,addiction
0sYlth2PW1zWJMEU2vCukz,addiction
2xCYQunn7ZXK6qOwXWPvcF,addiction
7bcbShaqKdcyjnmv4Ix8j6,addiction
5cMVRrisBpDkXCVG48epED,addiction
7d64ZVOXg02y73HB5UMqkb,addiction
167VlZ0C0ewQbgKexRFcs6,addiction
0cz2DZrX5wGn1XUdIPKYYQ,addiction
0NB5HROxc8dDBXpkIi1v3d,addiction
5G49Sq5mMzAkGL4ZP6eVPY,addiction
7qrEXiLLnWkkYHhadZ1Oij,addiction
1r1uxoy19fzMxunt3ONAkG,addiction
2datC2OML2YxykP6vnDRmg,addiction
2mirb9SKAm6IUHtPwreoqN,addiction
3u6lPufHw4Oww6D88rv6sB,addiction
2xLEV2jDreAOcpJXFNoXyt,addiction
4E2rKHVDssGJm2SCDOMMJB,addiction
12fRkVfO2fUsz1QHgDAG3g,addiction
1dUrqVHcv2FCXxlIqzIbiG,addiction to drama
4wXchxfTTggLtzkoUhO86Q,addictive
4E2rKHVDssGJm2SCDOMMJB,addictive
09kXLeOXRyfNQMXRaDO4qA,addictive relationship
2dV0D4uKMB4c8VhYHzt360,adhd
2wunbYU5KWrpI7RCRBkwF0,adjustment
7AWyYXZ5tIc0xNSfKLD3QX,admirable lifestyle
1EI0B66miJj5Fl408B7E9H,admiration
21TinSsF5ytwsfdyz5VSVS,admiration
1f3ubTd6eyxuy30ddDJQQa,admiration
6bEYoIUTLdcs4lZBNVw5L5,admiration
3ajf12ub55b51qcS94d9Co,admiration
1m2tY2Q32cp51czUo7SxyZ,admiration
73MDShZzdL4vUGMkmXOG6X,admiration
2dV0D4uKMB4c8VhYHzt360,admiration
1lVadNivMiSkc2N6irhWdg,admiration
5n9jfCRA7AFY1JfYc5ZYK5,admiration
6u6AbTVrbabv27DLcSrF8i,admiration
4TZieE5978SbTInJswaay2,admiration
3L9rqEIsNSaOcx2QIstn7v,admiration
3Fxg10eJ6YmvUdM2PPB4Zk,adolescence
3Fxg10eJ6YmvUdM2PPB4Zk,adulthood
4nxKz1dRYXnsGzN1lUURtG,adulthood
0i4M8k5IcQpiEH6nBMdfPT,adulthood
3oqgxdumaZZ5hOt2ykwYTQ,adventure
0avMDS4HyoCEP6RqZJWpY2,adventure
5NyCIBCeU080ynEj33S4hC,adventure
1r1uxoy19fzMxunt3ONAkG,adventure
4V30Q8ACPdJCcAmAYibfrH,adventure
5XMyhVhi5ZN2pi0Qwi1zXS,adventure
2datC2OML2YxykP6vnDRmg,adversity
3u6lPufHw4Oww6D88rv6sB,adversity
1EI0B66miJj5Fl408B7E9H,advice
1PoFNQQDFXvOYm6Dx8coAa,advice
2AmfMGi3WZMxqFDHissIAe,advice
4TZieE5978SbTInJswaay2,advice
3L9rqEIsNSaOcx2QIstn7v,advice
5KTykbPcDB4GYS49jcHbWh,advising
5IWCU0V9evBlW4gIeGY4zF,affecting sanity
1wmiQ6ytATiGnJs6uFluKO,affection
3GQboECxDT1xqPPWC30p7v,affection
7MoIc5s9KXolCBH1fy9kkw,affection
1nwPEi1UZdJtCxBqATpsq3,affection
4zWJqtFs82kB6LSMY20ggp,affection
7aO285xSsCbjy0q9zEqXEk,affection
1Zi1c8sWZTy5rDiN3lAuEj,affection
4lPl9gqgox3JDiaJ1yklKh,affection
4kIwETcbpuFgRukE8o7Opx,affection
4OSArit7O2Jaj4mgf3YN7A,affectionate
7bI1v9NGBBhq8iGfytctni,afraid of love
34LdbFt5sVXKTJOzf1iExQ,afterlife
6kDXH8d9LugUAsHIozzDAI,aftermath
6VgPyGeGO86DztjK7GCYT3,aftermath
1NJUWqbiNAk1BPOyQhb2qe,aftermath
1f3ubTd6eyxuy30ddDJQQa,afterworld
5cMVRrisBpDkXCVG48epED,age
1m2tY2Q32cp51czUo7SxyZ,aggression
5FkMS3KgG0cjiRm250NFTJ,aggression
2OaHYHb2XcFPvqL3VsyPzU,aggressive
1NJUWqbiNAk1BPOyQhb2qe,aggressive
4De2r7QdHl1eZwnEnQ1IzE,aging
3gBjSrNsYzzbeo0nwsL21J,aging
5dUUxJQg27XaHdKyLYwNg5,aging
4V30Q8ACPdJCcAmAYibfrH,aimless
5wk7sY8GIg5ihSI09EbWeS,airport
4NZvixzsSefsNiIqXn0NDe,alaska
3sE8O47mEFWR6pL0rwnAHy,alcohol
3P4vW5tzQvmuoNaFQqzy9q,alcohol
5e1SaJPn6U7YpOrNTkW1jH,alcohol
73MDShZzdL4vUGMkmXOG6X,alcohol
5qa31A9HySw3T7MKWI9bGg,alcohol
1wmiQ6ytATiGnJs6uFluKO,alcoholism
5wk7sY8GIg5ihSI09EbWeS,alien
3rWZHrfrsPBxVy692yAIxF,alienated
17mwzDXKn4ra9cuxXaptwp,all-consuming desire
1dUrqVHcv2FCXxlIqzIbiG,almost third year
3uwAm6vQy7kWPS2bciKWx9,alone
1KGcdM5KxCVydaHe29QAj9,alone
13YVfXddjRIUrubItJjadb,alone
1PoFNQQDFXvOYm6Dx8coAa,alone
4kpaI92KQcPABQj9qxIopw,alone
6zcDLZ62JsbVM1nLrQMzi4,alone
7iPH2BRBF9wKa6ljxvdext,alone
5NyCIBCeU080ynEj33S4hC,alone
1NJUWqbiNAk1BPOyQhb2qe,alone
4pdoRs7yHNXakMobf8M9Oz,alone
2wJ4vsxWd7df7dRU4KcoDe,alone time
0YJEuTCD642Yp34CoiH0ox,altered reality
3Os4q49SgEN0Tv3fxKw3Sp,altering
7aO285xSsCbjy0q9zEqXEk,always there
1FdUgjmEeGCpmAxXatjiEG,amazement
2fSBHYgZUSIQPolv5skG5I,ambient
1m2tY2Q32cp51czUo7SxyZ,ambiguity
6zcDLZ62JsbVM1nLrQMzi4,ambiguous
3lmR0qMiGuoIF9UC54egcG,ambiguous
4Q3A7ukbHFR5xThu9hZDZt,ambiguous tone
4xdEmbimxXyo9wXy9lq3ek,ambition
5OPhZptrztOU4W75eMEPiX,ambition
3L9rqEIsNSaOcx2QIstn7v,ambitious
7FxEy78P0oIVEVxdaL9npy,ambivalence
0fEfMW5bypHZ0A8eLnhwj5,ambivalence
21IgTzfAyrn8DJpEY7F4DM,ambrosia
502gYHkFCtLzBIcU4ctPLd,amends
6f5lOlSFJw9K79gaNnmWAd,amends
1EI0B66miJj5Fl408B7E9H,america
0avMDS4HyoCEP6RqZJWpY2,america
21IgTzfAyrn8DJpEY7F4DM,america
3Aut8hgiqZSy2qmJluZMU9,americana
5RTLRtXjbXI2lSXc6jxlAz,ancestry
2HysMkOtaumKooHYAlE7wd,anger
1WVGbBnzZ5WLZ2PfesIHik,anger
0sYlth2PW1zWJMEU2vCukz,anger
3MNLhvqJkWsO6tcjY9ps62,anger
1A0WloDoRE88uUwo3wensY,anger
1dUrqVHcv2FCXxlIqzIbiG,anger
34LdbFt5sVXKTJOzf1iExQ,anger
69761NObDw2KwmmFgZmxzC,anger
5OPhZptrztOU4W75eMEPiX,anger
2dV0D4uKMB4c8VhYHzt360,anger
1Fr6agZ6iSM5Ynn2k4C8sc,anger
07D1Bjaof0NFlU32KXiqUP,anger
06W84OT2eFUNVwG85UsxJw,anger
6P5NO5hzJbuOqSdyPB7SJM,angry woman
21TinSsF5ytwsfdyz5VSVS,angst
2hR4h1Cao2ueuI7Cx9c7V8,angsty
21IgTzfAyrn8DJpEY7F4DM,animal imagery
3u6lPufHw4Oww6D88rv6sB,animal rights
3lmR0qMiGuoIF9UC54egcG,animals
5n9jfCRA7AFY1JfYc5ZYK5,annie
2mHjhKyKCLh6MZELuCe1Es,annoyance
1FdUgjmEeGCpmAxXatjiEG,anonymity
6d6ts87Fxm1EdULf4CaLw4,anticipation
4aEuFytRb43SAgjchJDk5e,anticipation
1m2tY2Q32cp51czUo7SxyZ,anticipation
3rWZHrfrsPBxVy692yAIxF,anticipation
7bcbShaqKdcyjnmv4Ix8j6,antidote
7AWyYXZ5tIc0xNSfKLD3QX,anxieties
5OPhZptrztOU4W75eMEPiX,anxieties
76oY04bOzECod3aGVTDtzu,anxiety
6d6ts87Fxm1EdULf4CaLw4,anxiety
7bcbShaqKdcyjnmv4Ix8j6,anxiety
2hR4h1Cao2ueuI7Cx9c7V8,anxiety
2gI1WfmpFmmgSRojy4Jup2,anxiety
3oqgxdumaZZ5hOt2ykwYTQ,anxiety
7iPH2BRBF9wKa6ljxvdext,anxiety
426VSUSxx9puUYFgp7l7EQ,anxiety
2auiVi8sUZo17dLy1HwrTU,anxiety
6QCstr3yhEVSZPQyDvvYjK,anxiety
4eArh1v6UwBbKkjdgHCned,anxiety
5poU7FPEYoBlwjzOEWMbX5,anxiety
1Zi1c8sWZTy5rDiN3lAuEj,anxiety
4NZvixzsSefsNiIqXn0NDe,anxiety
2AmfMGi3WZMxqFDHissIAe,anxiety
1hLiboQ98IQWhpKeP9vRFw,anxiety
3u6lPufHw4Oww6D88rv6sB,anxiety
3L9rqEIsNSaOcx2QIstn7v,anxiety
59aqTTQGnvttJ4BCThaABZ,anxiety
4E2rKHVDssGJm2SCDOMMJB,anxiety
7fnMav7xXJwwjbyWbSjF4C,apathy
3IunaFjvNKj98JW89JYv9u,apathy
5jq01ts8cBQWwVZOpMax6s,apocalypse
5poU7FPEYoBlwjzOEWMbX5,apocalyptic event
271bbpX3pdCi56ZJA1jQ43,apologies
3L733apFuBmRr4GEVvhh9x,apologies
4pZOG8ump4odtJJA4Cy7S8,apologies
7bI1v9NGBBhq8iGfytctni,apologies
0i4M8k5IcQpiEH6nBMdfPT,appearance
1m2tY2Q32cp51czUo7SxyZ,appearance
6VgPyGeGO86DztjK7GCYT3,appearance
3Os4q49SgEN0Tv3fxKw3Sp,appearance
2wunbYU5KWrpI7RCRBkwF0,apple
0Cp8WN4V8Tu4QJQwCN5Md4,appreciation
3truyDimkGtu58fxQj9Xv9,appreciation
7FxEy78P0oIVEVxdaL9npy,appreciation
