artist_name,artist_id,genre
Waxahatchee,5IWCU0V9evBlW4gIeGY4zF,indie pop
Waxahatchee,5IWCU0V9evBlW4gIeGY4zF,indie rock
Waxahatchee,5IWCU0V9evBlW4gIeGY4zF,new americana
Biig Piig,4GoD5FJCgC0lbzde7ly44M,alternative r&b
Biig Piig,4GoD5FJCgC0lbzde7ly44M,indie r&b
Biig Piig,4GoD5FJCgC0lbzde7ly44M,indie soul
Biig Piig,4GoD5FJCgC0lbzde7ly44M,modern alternative pop
Jessica Pratt,5KTykbPcDB4GYS49jcHbWh,ambient folk
Jessica Pratt,5KTykbPcDB4GYS49jcHbWh,art pop
Jessica Pratt,5KTykbPcDB4GYS49jcHbWh,dream pop
Jessica Pratt,5KTykbPcDB4GYS49jcHbWh,freak folk
Jessica Pratt,5KTykbPcDB4GYS49jcHbWh,indie folk
Jessica Pratt,5KTykbPcDB4GYS49jcHbWh,indie pop
BLÜ EYES,2gI1WfmpFmmgSRojy4Jup2,alt z
BLÜ EYES,2gI1WfmpFmmgSRojy4Jup2,gen z singer-songwriter
Freak Slug,5wk7sY8GIg5ihSI09EbWeS,lo-fi indie
Delaney Bailey,3Os4q49SgEN0Tv3fxKw3Sp,gen z singer-songwriter
Delaney Bailey,3Os4q49SgEN0Tv3fxKw3Sp,indie pop
Delaney Bailey,3Os4q49SgEN0Tv3fxKw3Sp,pop
quinnie,4aEuFytRb43SAgjchJDk5e,bedroom pop
quinnie,4aEuFytRb43SAgjchJDk5e,indie pop
Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,art pop
Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,baltimore indie
Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,bubblegrunge
Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,indie pop
Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,indie rock
FELIVAND,6QCstr3yhEVSZPQyDvvYjK,australian alternative pop
FELIVAND,6QCstr3yhEVSZPQyDvvYjK,australian r&b
FELIVAND,6QCstr3yhEVSZPQyDvvYjK,indie r&b
Lauren Sanderson,06vRrrjT3DBRkhBlXoBdYj,alt z
Rosie Carney,3Aut8hgiqZSy2qmJluZMU9,indie folk
